# Pantalla iluminando en blanco, ganancia 1, tiempo de integración 30s, temperatura 19°C, distintas intensidades de la pantalla
# esperanza	varianza	color
9.455415566931382045e+02	3.554542829810460489e+02	2.000000000000000000e+00
1.092683288565348221e+03	4.480669944225434733e+02	2.000000000000000000e+00
1.237789367603550318e+03	5.453891895447960678e+02	2.000000000000000000e+00
1.384671996652133203e+03	6.442496811400279739e+02	2.000000000000000000e+00
1.532742576949029399e+03	7.491692953732434717e+02	2.000000000000000000e+00
1.678205078571057811e+03	8.620977658488304769e+02	2.000000000000000000e+00
1.831233658712239276e+03	9.914422883383651879e+02	3.000000000000000000e+00
3.185942568514481536e+03	2.222705419702954714e+03	3.000000000000000000e+00
3.996226154235440845e+03	1.709498674289979681e+04	3.000000000000000000e+00
1.978200462602512289e+03	1.115354170734821537e+03	3.000000000000000000e+00
3.452642441347451495e+03	2.495286223231144504e+03	3.000000000000000000e+00
4.003910225267310125e+03	1.585569643286731844e+04	3.000000000000000000e+00
2.122022790797259404e+03	1.238192313809082862e+03	3.000000000000000000e+00
3.691128257033115460e+03	3.489144100455263015e+03	3.000000000000000000e+00
4.012190419002387443e+03	1.448357581822731663e+04	3.000000000000000000e+00
2.274441258888715765e+03	1.378959256452674481e+03	3.000000000000000000e+00
3.895690919560365273e+03	9.019542131160264034e+03	3.000000000000000000e+00
4.020202260134433800e+03	1.311690350230118020e+04	3.000000000000000000e+00
2.422593637431225943e+03	1.516514083817004121e+03	3.000000000000000000e+00
4.002454194565556008e+03	1.363224060727587130e+04	3.000000000000000000e+00
4.028699737880203429e+03	1.162679604892951829e+04	3.000000000000000000e+00
2.567621710850721684e+03	1.656738443501929396e+03	3.000000000000000000e+00
4.027177374000830696e+03	1.152363388220409252e+04	3.000000000000000000e+00
4.033763312311844857e+03	1.071766242853860786e+04	3.000000000000000000e+00
4.038153739748780026e+03	9.928722834555759619e+03	3.000000000000000000e+00
2.717288339237516993e+03	1.799353781419951702e+03	3.000000000000000000e+00
4.039314400368524730e+03	9.638869960152494968e+03	3.000000000000000000e+00
4.043360664837018703e+03	8.967102867841502302e+03	3.000000000000000000e+00
4.046775558951001585e+03	8.342690614549906968e+03	3.000000000000000000e+00
2.867450492447835586e+03	1.954928078821650615e+03	3.000000000000000000e+00
4.049239253412747985e+03	7.863730181569155320e+03	3.000000000000000000e+00
4.052600623832139718e+03	7.254485677034771470e+03	3.000000000000000000e+00
4.056081479679227868e+03	6.613101601615187974e+03	3.000000000000000000e+00
3.015606693462576459e+03	2.107084793059595086e+03	3.000000000000000000e+00
4.059009444098411677e+03	6.049757847069775380e+03	3.000000000000000000e+00
4.061826052372054619e+03	5.531440022119969399e+03	3.000000000000000000e+00
4.065853508771929683e+03	4.785502979098253491e+03	3.000000000000000000e+00
3.163128796519775733e+03	2.267724203201017190e+03	3.000000000000000000e+00
4.068141684508979324e+03	4.352779280257000210e+03	3.000000000000000000e+00
4.070865229549465312e+03	3.854902421115428751e+03	3.000000000000000000e+00
4.073882701066645950e+03	3.304021787713581489e+03	3.000000000000000000e+00
4.951759566723762305e+02	1.170761343262654748e+02	3.000000000000000000e+00
3.308910564920066463e+03	2.418673801882936914e+03	3.000000000000000000e+00
4.076807132707879191e+03	2.766601834375698672e+03	3.000000000000000000e+00
4.079413745717844904e+03	2.308979786400406738e+03	3.000000000000000000e+00
4.081596221646942922e+03	1.930499162966343647e+03	3.000000000000000000e+00
3.459072966300736880e+03	2.566848765701472530e+03	3.000000000000000000e+00
4.084435071823419548e+03	1.445582721163609449e+03	3.000000000000000000e+00
4.086317639234921444e+03	1.139818051257475190e+03	3.000000000000000000e+00
4.088110674244783695e+03	8.598400071287010178e+02	3.000000000000000000e+00
3.605788631527042526e+03	2.716030477785748189e+03	3.000000000000000000e+00
4.090009555693968650e+03	5.729257573339936016e+02	3.000000000000000000e+00
4.090984746768919194e+03	4.350059521333979546e+02	3.000000000000000000e+00
4.092050543379528790e+03	2.952474709948347709e+02	3.000000000000000000e+00
3.754020297739541093e+03	2.887295526766947660e+03	3.000000000000000000e+00
4.093744228498390839e+03	9.659192191529604088e+01	3.000000000000000000e+00
4.094305100630644574e+03	4.526302962563068633e+01	3.000000000000000000e+00
4.094561250389286670e+03	2.559362200135588239e+01	3.000000000000000000e+00
3.842181871885705277e+03	3.005564829227281734e+03	3.000000000000000000e+00
4.094741058730405712e+03	1.373734122311566175e+01	3.000000000000000000e+00
4.094915956218208066e+03	4.037963503533172016e+00	3.000000000000000000e+00
4.094985242460811605e+03	6.974001040644104421e-01	3.000000000000000000e+00
6.416032284854147747e+02	1.908681108786573191e+02	3.000000000000000000e+00
7.950376505242395524e+02	2.732331173700289924e+02	3.000000000000000000e+00
9.475425973865877722e+02	3.612184783361117297e+02	3.000000000000000000e+00
1.095174987023772474e+03	4.549831784618887127e+02	3.000000000000000000e+00
1.240766230665421062e+03	5.514726662083944575e+02	3.000000000000000000e+00
1.388147576040693366e+03	6.526542678449659434e+02	3.000000000000000000e+00
1.536665725890169142e+03	7.572413219115759375e+02	3.000000000000000000e+00
1.682599415096543225e+03	8.708586836737709973e+02	3.000000000000000000e+00
6.457696096750752304e+02	1.959718768278188179e+02	4.000000000000000000e+00
9.768695441451261559e+02	3.932538872701370565e+02	4.000000000000000000e+00
2.489380116526523580e+03	1.706271784264425150e+03	4.000000000000000000e+00
6.819609645878749689e+02	2.156919488697362794e+02	4.000000000000000000e+00
1.044097561766843228e+03	4.387235431830162042e+02	4.000000000000000000e+00
2.692259644581127304e+03	1.926180241833605578e+03	4.000000000000000000e+00
7.173549994160697452e+02	2.372962267251895412e+02	4.000000000000000000e+00
1.108671827961175040e+03	4.846214535593163646e+02	4.000000000000000000e+00
2.901397424867642258e+03	2.161190580023941948e+03	4.000000000000000000e+00
7.548567512067891130e+02	2.585457153147494864e+02	4.000000000000000000e+00
1.177317420909893144e+03	5.349882281219894367e+02	4.000000000000000000e+00
3.111224098476590825e+03	2.416899275421939819e+03	4.000000000000000000e+00
7.912561202377245309e+02	2.804056192046850811e+02	4.000000000000000000e+00
1.246486097594207422e+03	5.837045462902265172e+02	4.000000000000000000e+00
3.322563763884563286e+03	2.673701371206366275e+03	4.000000000000000000e+00
8.268416689375064834e+02	3.003769526464956812e+02	4.000000000000000000e+00
1.314725031791757601e+03	6.283501223972563139e+02	4.000000000000000000e+00
1.948404269178864297e+03	1.156402411053670903e+03	4.000000000000000000e+00
3.535911695473891996e+03	2.916261013298939815e+03	4.000000000000000000e+00
8.636305496081179172e+02	3.240274808317936959e+02	4.000000000000000000e+00
1.384250351331360889e+03	6.828794362865625089e+02	4.000000000000000000e+00
2.055710735881864366e+03	1.254673696118398084e+03	4.000000000000000000e+00
3.745622842053358454e+03	3.174156409492549756e+03	4.000000000000000000e+00
9.005790424192878163e+02	3.473025521246666472e+02	4.000000000000000000e+00
1.452291278028651504e+03	7.312582258580791859e+02	4.000000000000000000e+00
2.163952381137755765e+03	1.359521071486832398e+03	4.000000000000000000e+00
3.947397396644347737e+03	3.577983354260119086e+03	4.000000000000000000e+00
9.370560936364580584e+02	3.700650779667333836e+02	4.000000000000000000e+00
1.521017066010069584e+03	7.850834621900003185e+02	4.000000000000000000e+00
2.275478836746081015e+03	1.471982516276341130e+03	4.000000000000000000e+00
4.084426701507837606e+03	7.232352117803370675e+02	4.000000000000000000e+00
9.733816198224851632e+02	3.951255649252246371e+02	4.000000000000000000e+00
1.589724570811273679e+03	8.418306920813176930e+02	4.000000000000000000e+00
2.386233500402262962e+03	1.584096242835163139e+03	4.000000000000000000e+00
4.093656110829959289e+03	9.449627264036905672e+01	4.000000000000000000e+00
3.156452270191010143e+02	3.096624755889005698e+01	4.000000000000000000e+00
1.009386985492577651e+03	4.186257684145618327e+02	4.000000000000000000e+00
1.658586040498806142e+03	9.017749311963777927e+02	4.000000000000000000e+00
2.497488427475864228e+03	1.699027434720929705e+03	4.000000000000000000e+00
4.094405469155507035e+03	3.723536735554450416e+01	4.000000000000000000e+00
1.046717358299595162e+03	4.439707566412677693e+02	4.000000000000000000e+00
1.728103146086369861e+03	9.623261958532056042e+02	4.000000000000000000e+00
2.609538445318177310e+03	1.817830975502614820e+03	4.000000000000000000e+00
4.094699623364995205e+03	1.666619873180950151e+01	4.000000000000000000e+00
