# Pantalla iluminando en rojo, ganancia 1, tiempo de integración 30s, temperatura 19°C, distintas intensidades y tiempos de encendido de la pantalla
# esperanza	varianza	color
6.749923381864424528e+02	2.112775702803150466e+02	4.000000000000000000e+00
1.052396002024291420e+03	4.479021755712618642e+02	4.000000000000000000e+00
1.545981829064154454e+03	8.181925663057224938e+02	4.000000000000000000e+00
2.850312638521229019e+03	2.118797171447058190e+03	4.000000000000000000e+00
6.935641547934184246e+02	2.215879621755613300e+02	4.000000000000000000e+00
1.088783976954219952e+03	4.741804504664054321e+02	4.000000000000000000e+00
1.603684767206477773e+03	8.654572013939526869e+02	4.000000000000000000e+00
2.967422181887781790e+03	2.264044338818729102e+03	4.000000000000000000e+00
7.048642576300218252e+02	2.316707310732507779e+02	4.000000000000000000e+00
1.112302588432990660e+03	5.040331823376979514e+02	4.000000000000000000e+00
1.640378482819474812e+03	9.288026184756974999e+02	4.000000000000000000e+00
3.040002267595764351e+03	2.473423085406123846e+03	4.000000000000000000e+00
3.048116886613723864e+02	2.335831381898230674e+01	4.000000000000000000e+00
3.244902778859130308e+02	3.107299732623624422e+01	4.000000000000000000e+00
3.428435835798816811e+02	3.893330763703756503e+01	4.000000000000000000e+00
3.606131848204090034e+02	4.848515127989222151e+01	4.000000000000000000e+00
3.794313586759057557e+02	5.674301233831410229e+01	4.000000000000000000e+00
3.979366111284127214e+02	6.460149155717708425e+01	4.000000000000000000e+00
4.161071323834734699e+02	7.486688803702662653e+01	4.000000000000000000e+00
4.345343250415239140e+02	8.322958583180256653e+01	4.000000000000000000e+00
